propertyid,transdate,transvalue,transdate_previous,transvalue_previous,bathroomcnt,bedroomcnt,builtyear,finishedsquarefeet,lotsizesquarefeet,storycnt,latitude,longitude,usecode,censustract,viewtypeid
48844893,12/13/2005,269000,12/30/1993,123900,2,3,1980,1310,10125,1,47296844,-122378022,9,30306,
48844893,12/13/2005,269000,5/14/1997,123900,2,3,1980,1310,10125,1,47296844,-122378022,9,30306,
48844893,12/13/2005,269000,5/6/1998,136950,2,3,1980,1310,10125,1,47296844,-122378022,9,30306,
48844893,12/13/2005,269000,2/29/2000,165750,2,3,1980,1310,10125,1,47296844,-122378022,9,30306,
48844945,9/30/2005,410000,,,1,3,1928,1590,5040,2,47555749,-122377230,9,10500,
48844977,12/30/2005,435000,4/24/1998,295000,1,2,1928,760,4826,1,47555997,-122378539,9,10500,3
48845053,12/16/2005,390000,,,1,2,1927,1170,5040,2,47552734,-122378601,9,10500,3
48845069,9/9/2005,449999,,,2,5,1921,2180,4258,2,47572074,-122312182,9,10000,
48846137,9/27/2005,325000,6/29/1989,122500,2.25,5,1965,3060,45738,1,47174471,-121958605,9,31502,
48846157,11/15/2005,392000,4/28/2003,310000,2.5,3,2001,2076,48389,2,47176474,-121957308,9,31502,8
48847325,10/5/2005,520000,9/26/1994,190000,1.75,3,1953,2110,92347,1,47689170,-122082398,9,32312,
48847325,10/5/2005,520000,6/19/1996,244250,1.75,3,1953,2110,92347,1,47689170,-122082398,9,32312,
48847881,11/30/2005,341700,10/6/1995,149000,2.25,3,1977,2010,29185,1,47352065,-122114141,9,32006,
48847905,11/14/2005,175000,9/11/2001,100000,1,2,1940,720,6480,1,47299248,-122227160,9,30700,
48848041,9/2/2005,459500,3/3/1993,113000,1,3,1902,1150,2731,2,47620254,-122323311,9,7400,
48848489,11/22/2005,490000,,,1.75,4,1954,1590,6487,1,47673594,-122269654,9,4200,
48848573,12/21/2005,795000,,,2.25,3,1941,2560,8376,1,47669656,-122273771,9,4200,3
48848609,10/11/2005,466000,8/31/1998,246000,1,3,1950,1930,6469,1,47670728,-122279087,9,4200,
48849025,11/9/2005,422500,,,1.5,3,1949,1180,6750,1,47672854,-122281790,9,4200,
48850057,9/7/2005,288000,,,1.75,3,1969,1300,5160,1,47720624,-122180846,9,21903,
48850173,9/30/2005,269950,,,1,5,1962,1600,8219,1,47367690,-122312168,9,30003,
48850241,10/13/2005,600000,3/4/1999,287500,2.5,4,1967,2360,9796,1,47600327,-122194804,9,23801,2
48850517,12/8/2005,259900,11/30/1995,118800,1,3,1959,1320,9000,1,47479584,-122160961,9,25600,
48850517,12/8/2005,259900,5/26/1999,158000,1,3,1959,1320,9000,1,47479584,-122160961,9,25600,
48851357,12/16/2005,598850,5/14/1998,270000,1.5,4,1938,1920,5029,2,47672618,-122265013,9,4100,2
48851357,12/16/2005,598850,8/1/2003,472500,1.5,4,1938,1920,5029,2,47672618,-122265013,9,4100,2
48851405,12/7/2005,699900,8/6/1993,353798,2.5,4,1993,3230,21781,2,47631831,-122010432,9,32209,
48851633,11/4/2005,639000,12/14/1989,315000,3.5,3,1968,3250,428630,2,47260429,-122078481,9,31202,8
48851705,10/14/2005,469950,12/15/1989,50000,2.75,4,1992,2290,243064,2,47269438,-121952826,9,31501,
48851961,9/30/2005,547500,,,2.25,5,1971,3250,54450,2,47348323,-122200432,9,29700,
48852185,11/10/2005,735000,,,3.25,5,1970,5051,434293,2,47356126,-121944684,9,31501,
48852305,10/3/2005,302000,3/30/1992,105000,1,2,1922,750,41560,1,47437105,-122453916,9,27701,2
48852625,9/30/2005,600000,,,2,2,1973,1670,58370,2,47438549,-122188214,9,29303,
48853045,10/28/2005,535000,10/15/2002,380000,2.5,4,1999,2310,5948,2,47608678,-122017323,9,32209,
48853053,10/25/2005,545500,,,2.5,4,1999,2380,7585,2,47608105,-122018406,9,32209,
48853061,9/7/2005,484950,,,2.5,4,1999,2310,5960,2,47608326,-122016883,9,32209,
48853153,10/7/2005,252000,9/30/1998,134000,1.75,3,1973,1340,7469,1,47308726,-122206524,9,30600,
48853373,12/29/2005,444000,,,1.75,3,1925,1060,7567,2,47698227,-122323543,9,1900,
48853385,10/21/2005,395000,8/16/1989,149500,1,3,1931,1180,4600,2,47697920,-122324151,9,1900,
48853525,12/15/2005,619000,6/18/1997,225000,2,4,1957,2040,9180,1,47692980,-122326111,9,1900,8
48853525,12/15/2005,619000,1/16/2002,393900,2,4,1957,2040,9180,1,47692980,-122326111,9,1900,8
48853573,10/14/2005,438000,,,1.75,3,1968,2190,7559,1,47695771,-122330689,9,1900,
48853889,9/20/2005,329000,5/10/1991,104000,1.75,3,1948,1580,7908,1,47766111,-122320558,9,20401,
48854257,9/22/2005,685000,,,2.5,3,2000,3000,46609,2,47768357,-122141257,9,32319,
48854289,9/30/2005,371268,8/2/1996,187500,2.5,3,1986,1730,28750,1,47763537,-122132234,9,32319,
48854341,11/23/2005,615000,,,2.5,4,1993,2610,52289,2,47751265,-122021922,9,32311,
48855393,10/17/2005,949000,1/8/1998,395000,2.5,4,1951,2300,12150,1,47634160,-122235555,9,24200,
48855485,10/26/2005,284950,4/21/1994,90000,1,3,1927,860,7360,1,47700141,-122307591,9,2000,
48855485,10/26/2005,284950,9/18/2000,172500,1,3,1927,860,7360,1,47700141,-122307591,9,2000,
48855497,10/24/2005,200000,3/30/1998,169000,1,3,1969,1200,9087,1,47523373,-122177221,9,24702,
48855497,10/24/2005,200000,5/18/2004,226550,1,3,1969,1200,9087,1,47523373,-122177221,9,24702,
48856009,12/6/2005,324995,7/24/1998,174950,2,3,1998,2420,10016,2,47258737,-122309109,9,30403,
48856017,10/19/2005,254900,11/10/1992,88282,1.75,3,1983,1350,9610,1,47257885,-122309437,9,30403,
48856089,9/16/2005,350000,12/3/2002,236000,1,3,1975,1390,10400,1,47718652,-122235134,9,22203,
48856673,11/9/2005,216300,10/19/2004,159800,1,2,1961,1570,8475,1,47444426,-122191913,9,29303,
48857513,12/1/2005,325000,,,1,3,1922,1080,4120,1,47681587,-122292266,9,3800,
48857785,11/22/2005,285000,,,1.5,4,1957,1530,6000,1,47748459,-122349952,9,20900,
48858149,11/21/2005,319950,,,2,3,1998,1760,6179,1,47384061,-122182337,9,29502,
48858381,11/22/2005,332000,7/18/1994,133500,1,3,1959,1280,8000,1,47617513,-122117644,9,23100,
48858381,11/22/2005,332000,9/21/2000,204950,1,3,1959,1280,8000,1,47617513,-122117644,9,23100,
48858401,12/15/2005,346000,3/23/1999,155000,1,3,1959,940,7630,1,47618655,-122116571,9,23100,
48858401,12/15/2005,346000,5/31/2001,215000,1,3,1959,940,7630,1,47618655,-122116571,9,23100,
48858413,10/31/2005,328000,3/31/1994,136625,1,3,1959,1210,7875,1,47617128,-122118081,9,23100,
48858413,10/31/2005,328000,8/22/2000,210000,1,3,1959,1210,7875,1,47617128,-122118081,9,23100,
48858969,11/1/2005,213000,5/23/1997,86000,1,1,1942,800,6660,1,47522344,-122352036,9,11300,
48859209,9/30/2005,335500,,,1.75,4,1959,1700,10230,1,47745295,-122350923,9,20900,
48859325,11/30/2005,460500,11/18/1998,205000,1.75,3,1937,1350,6800,1,47693174,-122381394,9,1600,
48859325,11/30/2005,460500,2/21/2001,280000,1.75,3,1937,1350,6800,1,47693174,-122381394,9,1600,
48859385,10/20/2005,355000,,,1,2,1924,700,4000,1,47693219,-122378647,9,1600,
48859393,12/30/2005,440000,5/31/2000,264500,1.75,3,1981,1990,4000,1,47692782,-122378194,9,1600,
48859393,12/30/2005,440000,7/30/2003,307500,1.75,3,1981,1990,4000,1,47692782,-122378194,9,1600,
48859577,11/15/2005,530000,9/24/1998,210000,1.75,3,1985,1660,7700,1,47662662,-122193578,9,22702,
48859577,11/15/2005,530000,6/30/2000,299950,1.75,3,1985,1660,7700,1,47662662,-122193578,9,22702,
48859821,12/14/2005,493000,,,2.25,3,1977,2790,7777,1,47771927,-122362619,9,20200,
48860265,12/1/2005,449950,1/7/1993,207990,2.5,4,1992,2610,8436,2,47379672,-122032232,9,32009,
48860265,12/1/2005,449950,8/30/1999,270000,2.5,4,1992,2610,8436,2,47379672,-122032232,9,32009,
48860265,12/1/2005,449950,3/29/2000,275000,2.5,4,1992,2610,8436,2,47379672,-122032232,9,32009,
48860621,12/23/2005,230000,10/12/1999,142800,1.5,3,1968,1310,10010,1,47296149,-122363772,9,30312,
48860621,12/23/2005,230000,3/20/2002,167500,1.5,3,1968,1310,10010,1,47296149,-122363772,9,30312,
48860641,12/19/2005,215000,,,1.75,3,1967,1660,10908,1,47295672,-122362891,9,30312,
48860985,11/23/2005,242000,9/29/2000,153000,1,3,1960,1260,8100,1,47284863,-122220628,9,30802,
48861733,10/5/2005,295000,9/17/1992,149999,1.75,3,1978,1940,40510,1,47436755,-122175041,9,29304,
48861849,10/31/2005,304500,5/29/1992,122500,1.75,3,1952,1070,6098,1,47525907,-122038596,9,32104,2
48861985,9/22/2005,685000,,,1.75,4,1968,3480,8750,1,47615235,-122168504,9,23601,
48862721,12/9/2005,294950,7/2/1996,154950,2.25,4,1983,2010,7463,1,47334894,-122267702,9,29902,
48863013,11/16/2005,337000,2/26/1993,132000,2,3,1905,1610,3784,2,47552859,-122275677,9,10300,
48863061,9/16/2005,295000,,,1,4,1913,1450,4635,2,47552128,-122276649,9,10300,
48863109,9/22/2005,290000,7/3/1991,102000,1,3,1915,1380,3090,2,47551404,-122278650,9,10300,
48863317,12/15/2005,384950,7/31/1997,163500,1,4,1906,1610,5150,2,47550972,-122281408,9,10300,
48863713,9/28/2005,369000,5/27/1997,74950,2.75,4,1948,1638,5000,2,47545423,-122283010,9,11101,
48863713,9/28/2005,369000,1/11/2005,165000,2.75,4,1948,1638,5000,2,47545423,-122283010,9,11101,
48864121,11/10/2005,265000,10/8/1992,100000,1.75,3,1959,1310,6000,1,47527070,-122266273,9,11800,
48864177,9/30/2005,310000,,,1,3,1942,1080,5350,1,47524866,-122264938,9,11800,
48864637,9/2/2005,380000,,,1,3,1956,1920,4860,1,47522530,-122207274,9,25300,3
48864681,11/30/2005,550000,,,1,4,1943,1910,10116,2,47518661,-122208593,9,25300,3
48864941,9/14/2005,289900,10/29/2004,180000,1,2,1933,1410,5100,1,47520820,-122205429,9,25300,8
48865005,10/31/2005,431000,,,2,3,1953,1770,10800,1,47522275,-122206113,9,25300,8
48865449,11/30/2005,595000,,,2.75,6,1989,2910,29550,1,47545487,-122193968,9,24702,3
48865637,10/24/2005,225000,10/18/2001,171000,1,2,1943,1260,8640,1,47515442,-122187738,9,25200,
48865789,12/28/2005,433000,8/24/2000,245000,3.25,3,1982,2330,13228,2,47504556,-122190035,9,25200,
48865797,9/30/2005,270000,3/8/1993,75000,1,2,1943,990,15138,1,47504203,-122191599,9,25200,
48865801,11/15/2005,295000,,,1.5,3,1964,1210,7158,1,47505077,-122191340,9,25200,
48866245,10/6/2005,320000,2/1/1996,125000,1,4,1965,1860,12750,1,47524122,-122184623,9,24702,
48866485,9/7/2005,241000,11/10/1999,260000,1.5,2,1951,1060,9727,1,47496329,-122264019,9,11900,
48866501,12/20/2005,315000,6/3/1998,159600,1.75,4,1963,1740,9900,1,47496785,-122262875,9,11900,
48866585,9/23/2005,208000,1/27/2003,151980,1,3,1922,1200,9300,2,47501490,-122271266,9,26300,2
48867165,9/12/2005,243000,8/28/1996,124500,1.75,3,1988,1150,10951,2,47267688,-122254715,9,30901,
48867201,11/15/2005,274999,1/5/1994,105000,2.5,5,1944,2710,16986,2,47263270,-122258064,9,30902,
48867797,10/31/2005,263000,7/29/2003,189900,2.5,3,1992,1620,7998,2,47286124,-122252151,9,30901,
48867829,9/16/2005,241000,,,2,3,1977,1340,16000,1,47285427,-122253563,9,30901,
48868329,10/21/2005,167800,12/2/2003,200000,1,3,1938,1380,17500,1,47502386,-122320882,9,27000,
48868373,12/9/2005,385000,,,1,2,1926,840,19200,1,47500742,-122315967,9,27000,
48868453,9/30/2005,232000,3/26/1998,121500,1,2,1952,1130,8160,1,47499626,-122317114,9,27000,
48868469,9/12/2005,196100,,,1,2,1928,670,10812,1,47498865,-122316751,9,27000,
48868581,12/6/2005,243000,7/15/1997,100950,1,2,1941,740,17400,1,47497594,-122319860,9,27000,
48868817,11/1/2005,549900,3/30/1999,376000,2,3,1900,1900,6180,2,47679801,-122346053,9,2800,2
48868817,11/1/2005,549900,4/16/2002,415000,2,3,1900,1900,6180,2,47679801,-122346053,9,2800,2
48868985,10/19/2005,408000,3/31/1997,180000,1,3,1922,990,3502,1,47682027,-122351061,9,2800,
48869065,11/29/2005,200000,,,1,1,1915,740,1475,1,47681374,-122350126,9,2800,
48869245,10/11/2005,241200,5/23/1994,70000,1,2,1948,880,8908,1,47474303,-122263190,9,26200,2
48869245,10/11/2005,241200,1/17/1995,99500,1,2,1948,880,8908,1,47474303,-122263190,9,26200,2
48869245,10/11/2005,241200,6/22/1998,122440,1,2,1948,880,8908,1,47474303,-122263190,9,26200,2
48869273,12/30/2005,200000,3/14/1997,108950,1,2,1953,830,12672,1,47472792,-122262013,9,26200,2
48869277,10/4/2005,334000,,,2.25,3,1961,1800,12864,1,47473526,-122262001,9,26200,2
48869493,9/23/2005,567500,6/24/2003,425000,3,3,1978,2310,9625,1,47638332,-122107598,9,22902,
48869621,12/22/2005,375000,11/16/1995,203000,2.5,4,1991,2570,9167,2,47408811,-122168877,9,29405,
48869837,11/18/2005,470000,9/18/1997,222000,2.5,4,1975,2190,10000,2,47622957,-122110786,9,23000,8
48869913,11/21/2005,875000,,,2.75,4,1956,2900,43800,1,47556433,-122143430,9,24903,3
48869957,9/29/2005,340000,5/2/1990,159000,1.5,3,1959,1510,9180,1,47689145,-122121212,9,32324,
48870225,10/20/2005,300000,6/30/1998,134950,1.75,4,1959,1610,8075,1,47395628,-122200765,9,29407,
48870225,10/20/2005,300000,3/24/2000,160000,1.75,4,1959,1610,8075,1,47395628,-122200765,9,29407,
48870313,12/13/2005,251000,6/29/1998,124000,1,3,1960,1070,7700,1,47396339,-122198091,9,29407,
48870485,11/30/2005,415000,,,1.75,3,1961,1890,52500,1,47490086,-122074485,9,32104,
48870513,9/7/2005,598000,9/15/2000,368000,1.75,5,1978,2570,45738,2,47490847,-122064605,9,32104,
48870601,12/27/2005,337000,11/6/1989,65000,1.75,5,1978,2420,11528,1,47430914,-122206646,9,29303,2
48870721,9/19/2005,292500,,,1,3,1956,1090,6000,1,47532373,-122365607,9,11400,
48870849,10/20/2005,230000,4/12/1996,105000,1,3,1962,970,8395,1,47328233,-122333586,9,30202,
48870849,10/20/2005,230000,2/22/2000,136650,1,3,1962,970,8395,1,47328233,-122333586,9,30202,
48870865,9/27/2005,220000,,,1,3,1965,1230,8750,1,47326610,-122334272,9,30202,
48870893,10/27/2005,229950,1/27/1999,139000,1,3,1965,1280,9000,1,47325774,-122333564,9,30202,
48871089,12/1/2005,330000,,,2.5,4,2000,1820,3982,2,47542782,-122296126,9,11000,
48871125,10/12/2005,305000,,,2.25,3,2001,1590,3056,2,47543174,-122293035,9,11000,
48871353,11/1/2005,272000,,,1.5,3,1942,2000,8100,1,47483377,-122340110,9,27500,
48871517,9/9/2005,445000,10/28/1998,280000,2.25,3,1987,1870,8043,2,47716420,-122104009,9,32322,
48871517,9/9/2005,445000,3/29/2002,320000,2.25,3,1987,1870,8043,2,47716420,-122104009,9,32322,
48871613,12/20/2005,1375000,7/17/2001,1275000,3.5,4,1989,5160,87121,2,47737846,-122133306,9,32320,
48871633,11/10/2005,725000,,,2.5,3,1984,2450,47480,3,47736879,-122124277,9,32320,
48871793,12/28/2005,580000,6/29/1989,167500,3,4,1978,2780,36425,2,47735494,-122141240,9,32321,
48872317,10/7/2005,440000,4/24/1997,190000,1.75,3,1938,2180,9220,1,47354647,-122284956,9,29802,3
48872417,9/30/2005,480000,7/15/1993,114950,2.5,4,2002,2685,14810,2,47352305,-122275519,9,29802,
48872417,9/30/2005,480000,8/18/2000,172000,2.5,4,2002,2685,14810,2,47352305,-122275519,9,29802,
48873177,9/22/2005,288000,8/31/2001,203000,1,3,1967,960,7405,1,47527650,-122027660,9,32103,
48873461,9/8/2005,1230000,1/14/1998,700000,2.25,5,1989,3810,31646,2,47611515,-122157815,9,23603,2
48873485,9/26/2005,1920000,,,2.5,5,1999,5070,20372,2,47604741,-122154864,9,23604,
48873757,9/26/2005,1200000,8/21/1998,195000,3.5,4,2001,4030,409899,2,47699298,-121898893,9,32500,
48873885,10/24/2005,266500,8/25/1998,130000,1,3,1951,1020,8000,1,47743858,-122313295,9,21100,
48873885,10/24/2005,266500,1/4/2000,165000,1,3,1951,1020,8000,1,47743858,-122313295,9,21100,
48873893,11/22/2005,258950,5/12/1995,98000,1,2,1945,1130,6900,2,47745017,-122313458,9,21100,
48873893,11/22/2005,258950,7/15/1998,160000,1,2,1945,1130,6900,2,47745017,-122313458,9,21100,
48873893,11/22/2005,258950,8/27/2002,215000,1,2,1945,1130,6900,2,47745017,-122313458,9,21100,
48873925,12/19/2005,340000,9/27/1996,166500,1.75,3,1950,2030,9240,1,47747774,-122313428,9,21100,
48874109,9/28/2005,324950,1/30/2003,205000,1.5,3,1928,1480,8100,1,47746755,-122317492,9,21100,
48874277,11/23/2005,382350,7/22/2004,220000,1,5,1938,1450,8400,2,47554157,-122356758,9,10800,
48874685,12/20/2005,160000,11/12/1998,63000,1,2,1942,720,7100,1,47545790,-122361843,9,10800,
48874717,10/20/2005,165000,,,1,2,1951,670,3750,1,47544059,-122360877,9,10800,
48875469,12/28/2005,219000,9/3/1999,255000,2.75,3,1986,2500,39033,1,47348971,-122064892,9,32006,
48875897,11/29/2005,289000,11/7/1997,125000,1,3,1958,1480,8015,1,47506766,-122173505,9,25200,
48876089,9/19/2005,286000,12/1/1993,126500,1.5,3,1965,1250,8800,1,47500350,-122161195,9,25101,
48876089,9/19/2005,286000,2/19/1999,157500,1.5,3,1965,1250,8800,1,47500350,-122161195,9,25101,
48876505,9/15/2005,595000,,,1.75,5,1978,2740,16900,1,47559919,-122143460,9,24902,2
48876733,9/7/2005,360000,,,1.75,5,1961,2310,13720,1,47766598,-122277130,9,21500,
48876793,12/13/2005,465000,3/7/2002,296000,1.75,5,1979,2340,9100,1,47685864,-122122658,9,32324,2
48876813,11/8/2005,218000,1/6/1997,55000,1,2,1945,860,7500,1,47366375,-122227553,9,29700,
48876813,11/8/2005,218000,8/25/2003,155500,1,2,1945,860,7500,1,47366375,-122227553,9,29700,
48877005,12/7/2005,451000,,,1.5,5,1917,1470,5850,2,47563512,-122390434,9,9702,
48877009,9/30/2005,570000,4/30/2002,287500,2,3,1918,1550,5850,1,47564608,-122389878,9,9702,3
48878013,10/18/2005,630000,,,2.5,2,1990,2510,79714,2,47351441,-122134314,9,31704,
48878097,9/20/2005,365000,6/14/1996,189900,1.75,3,1980,2040,22693,1,47351921,-122140007,9,31704,
48878417,10/11/2005,475000,,,1.75,3,1949,1630,9040,1,47518552,-122393227,9,12100,8
48879093,11/8/2005,445000,11/29/1993,200000,2.25,4,1989,2190,8306,2,47561982,-122009522,9,32212,
48879309,11/15/2005,439500,7/19/1991,175000,1.75,3,1967,1760,8000,1,47601120,-122150021,9,23604,
48879317,10/17/2005,381000,,,3.25,5,1967,2720,6138,2,47600199,-122151398,9,23604,
48879557,10/27/2005,193000,3/29/1996,91000,1,2,1976,1010,2340,1,47378910,-122318627,9,29001,
48879557,10/27/2005,193000,3/31/1997,94500,1,2,1976,1010,2340,1,47378910,-122318627,9,29001,
48879557,10/27/2005,193000,10/6/2003,179950,1,2,1976,1010,2340,1,47378910,-122318627,9,29001,
48879757,12/28/2005,215250,8/29/1997,121000,1.75,2,1979,1160,2544,1,47382229,-122318840,9,29001,
48879893,12/19/2005,17500000,,,4.5,5,1949,6860,87960,1,47651681,-122229613,9,24100,3
48879897,9/20/2005,7700000,3/5/1999,2450000,5.25,5,2003,6980,38460,2,47649638,-122229077,9,24100,3
48879897,9/20/2005,7700000,9/3/2002,3500000,5.25,5,2003,6980,38460,2,47649638,-122229077,9,24100,3
48880369,12/2/2005,579000,9/15/2000,397700,1.75,3,1961,1950,4800,1,47635744,-122391833,9,5600,
48880369,12/2/2005,579000,4/30/2003,450000,1.75,3,1961,1950,4800,1,47635744,-122391833,9,5600,
48880465,9/28/2005,440000,,,1.75,6,1967,2550,8690,1,47704761,-122203484,9,22006,
48880793,11/30/2005,276000,11/1/2000,180000,2.25,3,1988,1520,9600,2,47349520,-122295825,9,30004,
48880837,9/9/2005,355950,,,1.75,3,1987,1350,43560,1,47631010,-121909650,9,32500,
48881225,9/28/2005,550000,4/18/2003,400000,2.5,4,1998,2610,6263,2,47623052,-122069628,9,32316,3
48881229,9/15/2005,545000,6/6/2003,472000,2.5,4,1998,2610,9127,2,47623544,-122069752,9,32316,3
48881349,9/29/2005,327500,3/26/1993,127000,1,3,1972,1240,7500,1,47617062,-122063762,9,32203,
48881349,9/29/2005,327500,10/25/1995,141000,1,3,1972,1240,7500,1,47617062,-122063762,9,32203,
48881437,12/20/2005,329950,11/21/1994,135300,1,3,1975,1010,7500,1,47617197,-122060982,9,32316,
48881513,9/29/2005,328600,11/17/2000,202000,1,3,1972,1010,7500,1,47618194,-122058437,9,32203,
48881697,9/26/2005,341950,6/25/1996,174950,1.75,3,1974,1560,7079,1,47729272,-122219365,9,22202,
48881725,12/19/2005,406000,5/6/1999,230000,1.75,3,1983,1560,7207,1,47728266,-122221848,9,22201,
48881725,12/19/2005,406000,10/12/1999,239000,1.75,3,1983,1560,7207,1,47728266,-122221848,9,22201,
48881725,12/19/2005,406000,9/9/2004,330000,1.75,3,1983,1560,7207,1,47728266,-122221848,9,22201,
48882469,12/1/2005,400300,6/9/1989,129300,2.5,4,1989,2170,8010,2,47750452,-122245634,9,22101,
48882925,9/9/2005,460000,,,1.75,3,1967,1760,7452,1,47590542,-122167004,9,23500,
48883109,11/17/2005,1050000,1/16/2001,760000,4.5,4,1945,4840,27829,2,47763776,-122368209,9,20800,3
48883745,11/21/2005,531500,11/15/1996,183500,1,2,1911,1420,4400,2,47669287,-122315961,9,4400,
48883825,11/23/2005,925000,3/28/1997,469000,1,6,1919,3680,7800,3,47634969,-122301900,9,6200,
48883909,9/30/2005,805000,12/23/1993,320000,1.5,4,1965,2220,6069,2,47633061,-122301956,9,6200,8
48883909,9/30/2005,805000,3/17/1999,400000,1.5,4,1965,2220,6069,2,47633061,-122301956,9,6200,8
48883909,9/30/2005,805000,4/12/2001,585000,1.5,4,1965,2220,6069,2,47633061,-122301956,9,6200,8
48884069,11/30/2005,215000,3/16/1994,95000,1,3,1954,980,12000,1,47475276,-122300397,9,27300,
48884069,11/30/2005,215000,4/22/1999,105000,1,3,1954,980,12000,1,47475276,-122300397,9,27300,
48884069,11/30/2005,215000,4/28/2000,140000,1,3,1954,980,12000,1,47475276,-122300397,9,27300,
48884101,11/14/2005,247500,9/4/1996,121000,1.75,4,1946,1850,7616,1,47475667,-122299466,9,27300,
48884101,11/14/2005,247500,12/15/1997,165000,1.75,4,1946,1850,7616,1,47475667,-122299466,9,27300,
48884229,9/7/2005,230000,6/10/1992,87000,1,2,1961,1170,6000,1,47381655,-122298437,9,29004,
48884249,10/13/2005,262900,9/18/1998,137000,2.25,3,1991,1780,3000,2,47383477,-122299917,9,29003,
48884249,10/13/2005,262900,9/20/2001,165000,2.25,3,1991,1780,3000,2,47383477,-122299917,9,29003,
48884325,12/9/2005,842000,6/21/1990,405000,2.25,3,1984,2560,7000,2,47693625,-122278334,9,2200,
48884345,10/3/2005,975000,4/17/2000,850000,4.5,5,1992,4520,9800,3,47692922,-122275995,9,2200,3
48884593,10/26/2005,800000,,,2.25,3,1972,3450,590964,2,47258542,-121990309,9,31202,8
48884809,9/21/2005,876000,6/30/1988,270000,2.25,4,1973,2970,13849,2,47552690,-122227353,9,24601,
48884921,10/7/2005,410000,,,1.5,1,1982,1140,219323,2,47444499,-122497209,9,27701,
48885097,11/23/2005,700000,5/12/1988,131000,1,2,1953,1360,9063,1,47574295,-122238202,9,24500,3
48885729,12/12/2005,300000,,,1,3,1945,940,6738,1,47698566,-122369562,9,1700,2
48886133,11/10/2005,500000,1/29/1993,184000,2.25,3,1977,2160,9821,1,47526075,-122202707,9,25300,3
